,Unnamed: 0,user_id,username,id,date,Tweet,lang,replyCount,followersCount,preprocessed_text,lemmatized_text,pos_tags,senti_score,Overall Sentiment
10,142,4076494032,BalbirS28928968,1568640153887064065,2022-09-10 16:38:51+00:00,Salute to you sir #KapilExposesKejriwal,en,0,426,salute to you sir ,"['salute', 'to', 'you', 'sir']","[('salute', 'NN'), ('to', 'TO'), ('you', 'PRP'), ('sir', 'VB')]",0.375,Positive
11,146,1556993011577262080,mindfreakdesi,1568635469705117698,2022-09-10 16:20:14+00:00,"Its funny when CM of state with unemployment rate of 8.8%, comes to state (with unemployment rate of 1.8%) and says ""they need change"" #KapilExposesKejriwal",en,0,1,it funny when cm of state with unemployment rate of come to state with unemployment rate of and say they need change ,"['it', 'funny', 'when', 'cm', 'of', 'state', 'with', 'unemployment', 'rate', 'of', 'come', 'to', 'state', 'with', 'unemployment', 'rate', 'of', 'and', 'say', 'they', 'need', 'change']","[('it', 'PRP'), ('funny', 'VBD'), ('when', 'WRB'), ('cm', 'NN'), ('of', 'IN'), ('state', 'NN'), ('with', 'IN'), ('unemployment', 'NN'), ('rate', 'NN'), ('of', 'IN'), ('come', 'NN'), ('to', 'TO'), ('state', 'NN'), ('with', 'IN'), ('unemployment', 'NN'), ('rate', 'NN'), ('of', 'IN'), ('and', 'CC'), ('say', 'VBP'), ('they', 'PRP'), ('need', 'VBP'), ('change', 'NN')]",0.0,Neutral
12,149,1177843102444220416,CitiesTrends,1568632896948260865,2022-09-10 16:10:01+00:00,"Currently trending in #Allahabad: 1. #KapilExposesKejriwal (27170),2. #BoycottMarriage (10312),3. Fun Loving Sushant (13847),4. PRATIK DEBUT AS RUDRA (41969) https://t.co/ZdrzzSyquT",en,0,23,currently trending in 27170 10312 fun loving sushant 13847 pratik debut a rudra 41969 URL ,"['currently', 'trending', 'in', '27170', '10312', 'fun', 'loving', 'sushant', '13847', 'pratik', 'debut', 'a', 'rudra', '41969', 'URL']","[('currently', 'RB'), ('trending', 'VBG'), ('in', 'IN'), ('27170', 'CD'), ('10312', 'CD'), ('fun', 'NN'), ('loving', 'VBG'), ('sushant', 'JJ'), ('13847', 'CD'), ('pratik', 'NN'), ('debut', 'NN'), ('a', 'DT'), ('rudra', 'NN'), ('41969', 'CD'), ('URL', 'NN')]",0.75,Positive
13,166,1177843102444220416,CitiesTrends,1568622828592807936,2022-09-10 15:30:00+00:00,"Currently trending in #Allahabad: 1. #kapilexposeskejriwal (25727),2. prathna era begins (35472),3. MVARMY FOCUS ON VICTORY (48647),4. Rahul Gandhi (101895) https://t.co/6Ch6XW4gQV",en,0,23,currently trending in 25727 prathna era begin 35472 mvarmy focus on victory 48647 rahul gandhi 101895 URL ,"['currently', 'trending', 'in', '25727', 'prathna', 'era', 'begin', '35472', 'mvarmy', 'focus', 'on', 'victory', '48647', 'rahul', 'gandhi', '101895', 'URL']","[('currently', 'RB'), ('trending', 'VBG'), ('in', 'IN'), ('25727', 'CD'), ('prathna', 'NN'), ('era', 'NN'), ('begin', 'NN'), ('35472', 'CD'), ('mvarmy', 'NN'), ('focus', 'NN'), ('on', 'IN'), ('victory', 'NN'), ('48647', 'CD'), ('rahul', 'NN'), ('gandhi', 'NN'), ('101895', 'CD'), ('URL', 'NN')]",0.5,Positive
14,178,1177843102444220416,CitiesTrends,1568613770976702464,2022-09-10 14:54:01+00:00,"Currently trending in #Allahabad: 1. #kapilexposeskejriwal (25727),2. prathna era begins (35472),3. MVARMY FOCUS ON VICTORY (48647),4. Rahul Gandhi (101895) https://t.co/0cqfnB6rjd",en,0,23,currently trending in 25727 prathna era begin 35472 mvarmy focus on victory 48647 rahul gandhi 101895 URL ,"['currently', 'trending', 'in', '25727', 'prathna', 'era', 'begin', '35472', 'mvarmy', 'focus', 'on', 'victory', '48647', 'rahul', 'gandhi', '101895', 'URL']","[('currently', 'RB'), ('trending', 'VBG'), ('in', 'IN'), ('25727', 'CD'), ('prathna', 'NN'), ('era', 'NN'), ('begin', 'NN'), ('35472', 'CD'), ('mvarmy', 'NN'), ('focus', 'NN'), ('on', 'IN'), ('victory', 'NN'), ('48647', 'CD'), ('rahul', 'NN'), ('gandhi', 'NN'), ('101895', 'CD'), ('URL', 'NN')]",0.5,Positive
15,182,1566099721873084416,ricky79805660,1568612321433632769,2022-09-10 14:48:15+00:00,"Real face of Islam and mohmmd,https://t.co/OYfWgdZ23O, #KapilExposesKejriwal",en,0,0,real face of islam and mohmmd URL ,"['real', 'face', 'of', 'islam', 'and', 'mohmmd', 'URL']","[('real', 'JJ'), ('face', 'NN'), ('of', 'IN'), ('islam', 'NN'), ('and', 'CC'), ('mohmmd', 'NN'), ('URL', 'NNP')]",0.0,Neutral
16,183,1566099721873084416,ricky79805660,1568612209475076097,2022-09-10 14:47:48+00:00,"#KapilExposesKejriwal, https://t.co/OYfWgdZ23O, real face of Islam and mohmmd",en,0,0,URL real face of islam and mohmmd ,"['URL', 'real', 'face', 'of', 'islam', 'and', 'mohmmd']","[('URL', 'NNP'), ('real', 'JJ'), ('face', 'NN'), ('of', 'IN'), ('islam', 'NN'), ('and', 'CC'), ('mohmmd', 'NN')]",0.0,Neutral
17,200,1284014372067487745,im_Ritika_,1568603056467775496,2022-09-10 14:11:26+00:00,"Arvind kejriwal's trick of winning elections by offering freebies won't work in Gujarat.

#KapilExposesKejriwal https://t.co/SHzR9LTbaJ",en,0,4249,arvind kejriwal trick of winning election by offering freebie won work in gujarat URL ,"['arvind', 'kejriwal', 'trick', 'of', 'winning', 'election', 'by', 'offering', 'freebie', 'won', 'work', 'in', 'gujarat', 'URL']","[('arvind', 'IN'), ('kejriwal', 'JJ'), ('trick', 'NN'), ('of', 'IN'), ('winning', 'VBG'), ('election', 'NN'), ('by', 'IN'), ('offering', 'VBG'), ('freebie', 'JJ'), ('won', 'VBD'), ('work', 'NN'), ('in', 'IN'), ('gujarat', 'NN'), ('URL', 'NNP')]",0.0,Neutral
18,206,1085193165701664777,HumbleRekha,1568598352337727491,2022-09-10 13:52:45+00:00,"I don't think any of Gujarati will be trapped in Kejriwal's false narration 👍
#KapilExposesKejriwal https://t.co/sXJO2hHbCV",en,0,1012,don think any of gujarati will be trapped in kejriwal false narration URL ,"['don', 'think', 'any', 'of', 'gujarati', 'will', 'be', 'trapped', 'in', 'kejriwal', 'false', 'narration', 'URL']","[('don', 'RB'), ('think', 'VBP'), ('any', 'DT'), ('of', 'IN'), ('gujarati', 'NN'), ('will', 'MD'), ('be', 'VB'), ('trapped', 'VBN'), ('in', 'IN'), ('kejriwal', 'NN'), ('false', 'JJ'), ('narration', 'NN'), ('URL', 'NNP')]",0.0,Neutral
19,219,1320730931569700864,RitaSinghal6,1568586475373207555,2022-09-10 13:05:33+00:00,"#KapilExposesKejriwal
Retweet And Maximum Tweet 

#KapilExposesKejriwal https://t.co/fdqLmqvYg0",en,2,24338,retweet and maximum tweet URL ,"['retweet', 'and', 'maximum', 'tweet', 'URL']","[('retweet', 'NN'), ('and', 'CC'), ('maximum', 'JJ'), ('tweet', 'NN'), ('URL', 'NNP')]",0.5,Positive
20,221,1213340799389224961,ProudlySanghi,1568586319110217731,2022-09-10 13:04:56+00:00,"#ArvindKejriwal Okay This Is Your #DelhiModel Of Development? 🍻

#LiquorShop #LiquorInMetro
#LiquorScam #KapilExposesKejriwal #ArvindKejriwal https://t.co/9poJS0xZIw",en,0,110,okay this is your of development URL ,"['okay', 'this', 'is', 'your', 'of', 'development', 'URL']","[('okay', 'NN'), ('this', 'DT'), ('is', 'VBZ'), ('your', 'PRP$'), ('of', 'IN'), ('development', 'NN'), ('URL', 'NNP')]",0.125,Positive
21,234,1107294776892649472,iMayurMakwana,1568580904867725318,2022-09-10 12:43:25+00:00,"#KapilExposesKejriwal
Kejriwal model means the world's most polluted city. Kejriwal Govt hasn't done anything for the development of Delhi.",en,0,15248,kejriwal model mean the world most polluted city kejriwal govt hasn done anything for the development of delhi ,"['kejriwal', 'model', 'mean', 'the', 'world', 'most', 'polluted', 'city', 'kejriwal', 'govt', 'hasn', 'done', 'anything', 'for', 'the', 'development', 'of', 'delhi']","[('kejriwal', 'NN'), ('model', 'NN'), ('mean', 'VBP'), ('the', 'DT'), ('world', 'NN'), ('most', 'RBS'), ('polluted', 'JJ'), ('city', 'NN'), ('kejriwal', 'NN'), ('govt', 'NN'), ('hasn', 'NN'), ('done', 'VBN'), ('anything', 'NN'), ('for', 'IN'), ('the', 'DT'), ('development', 'NN'), ('of', 'IN'), ('delhi', 'NN')]",0.0,Neutral
22,246,777774566873690112,sharmars003,1568576287203016704,2022-09-10 12:25:04+00:00,"Misinformation is a virus unto itself.
#KapilExposesKejriwal https://t.co/tLrKhjQBJw",en,0,3882,misinformation is virus unto itself URL ,"['misinformation', 'is', 'virus', 'unto', 'itself', 'URL']","[('misinformation', 'NN'), ('is', 'VBZ'), ('virus', 'JJ'), ('unto', 'IN'), ('itself', 'PRP'), ('URL', 'NNP')]",0.125,Positive
23,253,119600080,sharadkoshik,1568572597801222151,2022-09-10 12:10:24+00:00,Exposes #KapilExposesKejriwal,en,0,72,expose ,['expose'],"[('expose', 'VB')]",0.0,Neutral
24,254,3300423444,spydetectiveA,1568572157785182208,2022-09-10 12:08:39+00:00,"Spy Detective Agency is a Licensed and Well-known Detective agency in Mumbai in terms of offering reliable services to their clients.

https://t.co/bynA0ApLgt

#spydetectiveagency #mumbai #DeepikaPadukone #KapilExposesKejriwal #BrahmastraPartOneShiva",en,0,398,spy detective agency is licensed and well known detective agency in mumbai in term of offering reliable service to their client URL ,"['spy', 'detective', 'agency', 'is', 'licensed', 'and', 'well', 'known', 'detective', 'agency', 'in', 'mumbai', 'in', 'term', 'of', 'offering', 'reliable', 'service', 'to', 'their', 'client', 'URL']","[('spy', 'RB'), ('detective', 'JJ'), ('agency', 'NN'), ('is', 'VBZ'), ('licensed', 'VBN'), ('and', 'CC'), ('well', 'RB'), ('known', 'VBN'), ('detective', 'JJ'), ('agency', 'NN'), ('in', 'IN'), ('mumbai', 'NN'), ('in', 'IN'), ('term', 'NN'), ('of', 'IN'), ('offering', 'VBG'), ('reliable', 'JJ'), ('service', 'NN'), ('to', 'TO'), ('their', 'PRP$'), ('client', 'NN'), ('URL', 'IN')]",0.75,Positive
25,258,720334714968498177,zoneofdeals,1568570983573000198,2022-09-10 12:03:59+00:00,"https://t.co/V8BlXjlWle
Buy Vivo Y67 | Android Smartphone | 4GB +64GB JIO WORKING - Excellent New Condition | REFURBISHED SMARTPHONE- For Rs.4,599/-
.
#vivo #SachinTendulkar Part 2 #KapilExposesKejriwal 
#DeepikaPadukone #KanganaRanaut #music #iPhone PRATHNA ERA BEGINS #Viral https://t.co/ZIeW8Af9Mp",en,2,345,URL vivo y67 android smartphone 4gb 64gb jio working excellent new condition refurbished smartphone for r 599 part prathna era begin URL ,"['URL', 'vivo', 'y67', 'android', 'smartphone', '4gb', '64gb', 'jio', 'working', 'excellent', 'new', 'condition', 'refurbished', 'smartphone', 'for', 'r', '599', 'part', 'prathna', 'era', 'begin', 'URL']","[('URL', 'NNP'), ('vivo', 'NN'), ('y67', 'NN'), ('android', 'VBP'), ('smartphone', 'NN'), ('4gb', 'CD'), ('64gb', 'CD'), ('jio', 'NN'), ('working', 'VBG'), ('excellent', 'JJ'), ('new', 'JJ'), ('condition', 'NN'), ('refurbished', 'VBD'), ('smartphone', 'NN'), ('for', 'IN'), ('r', 'NN'), ('599', 'CD'), ('part', 'NN'), ('prathna', 'NN'), ('era', 'NN'), ('begin', 'NN'), ('URL', 'NNP')]",1.375,Positive
26,260,165656802,jagadisha1,1568570540058615810,2022-09-10 12:02:14+00:00,"#KapilExposesKejriwal through unconditional apology 😂😂😂

https://t.co/3RrnAh1ia7",en,0,851,through unconditional apology URL ,"['through', 'unconditional', 'apology', 'URL']","[('through', 'IN'), ('unconditional', 'JJ'), ('apology', 'NN'), ('URL', 'NNP')]",0.0,Neutral
27,272,1151978410018668546,sanatani_sherrr,1568567141682806784,2022-09-10 11:48:43+00:00,"#KapilExposesKejriwal
RETWEET🙏😂 https://t.co/LdN4J4bNlB",en,0,1423,retweet URL ,"['retweet', 'URL']","[('retweet', 'NN'), ('URL', 'NNP')]",0.0,Neutral
28,276,2734580167,sunilmewada056,1568566813591760900,2022-09-10 11:47:25+00:00,"True
#KapilExposesKejriwal",en,0,4351,true ,['true'],"[('true', 'JJ')]",0.5,Positive
29,306,1342107733210714115,ShalabhGarg19,1568560355751907335,2022-09-10 11:21:45+00:00,"Gujarat's(GSDP)  13.3% अग॰ 2022
Delhi GSDP 8.89%  2021-22.
NCT of Delhi unemployment rate was at level of 8.17% in Gujarat was 2.63 %. 
A classroom which could have been built in Rs 5 lakh was built in Rs 33 lakh.This is a clear case of corruption by the AAP
#KapilExposesKejriwal https://t.co/4d6XUr1Kab",en,0,2798,gujarat gsdp 13 2022 delhi gsdp 89 2021 22 nct of delhi unemployment rate wa at level of 17 in gujarat wa 63 classroom which could have been built in r lakh wa built in r 33 lakh this is clear case of corruption by the aap URL ,"['gujarat', 'gsdp', '13', '2022', 'delhi', 'gsdp', '89', '2021', '22', 'nct', 'of', 'delhi', 'unemployment', 'rate', 'wa', 'at', 'level', 'of', '17', 'in', 'gujarat', 'wa', '63', 'classroom', 'which', 'could', 'have', 'been', 'built', 'in', 'r', 'lakh', 'wa', 'built', 'in', 'r', '33', 'lakh', 'this', 'is', 'clear', 'case', 'of', 'corruption', 'by', 'the', 'aap', 'URL']","[('gujarat', 'NN'), ('gsdp', 'VBZ'), ('13', 'CD'), ('2022', 'CD'), ('delhi', 'NN'), ('gsdp', 'VBD'), ('89', 'CD'), ('2021', 'CD'), ('22', 'CD'), ('nct', 'NN'), ('of', 'IN'), ('delhi', 'JJ'), ('unemployment', 'NN'), ('rate', 'NN'), ('wa', 'NN'), ('at', 'IN'), ('level', 'NN'), ('of', 'IN'), ('17', 'CD'), ('in', 'IN'), ('gujarat', 'NN'), ('wa', 'NN'), ('63', 'CD'), ('classroom', 'NN'), ('which', 'WDT'), ('could', 'MD'), ('have', 'VB'), ('been', 'VBN'), ('built', 'VBN'), ('in', 'IN'), ('r', 'NN'), ('lakh', 'NN'), ('wa', 'NN'), ('built', 'VBN'), ('in', 'IN'), ('r', 'NN'), ('33', 'CD'), ('lakh', 'NN'), ('this', 'DT'), ('is', 'VBZ'), ('clear', 'JJ'), ('case', 'NN'), ('of', 'IN'), ('corruption', 'NN'), ('by', 'IN'), ('the', 'DT'), ('aap', 'NN'), ('URL', 'NNP')]",1.0,Positive
30,317,31656892,KapilMishra_IND,1568558196381581312,2022-09-10 11:13:11+00:00,"Look at the crowd and response in Ahmedabad, Gujarat 
#KapilExposesKejriwal 
 https://t.co/VUEwVvlo3v",en,81,1302156,look at the crowd and response in ahmedabad gujarat URL ,"['look', 'at', 'the', 'crowd', 'and', 'response', 'in', 'ahmedabad', 'gujarat', 'URL']","[('look', 'NN'), ('at', 'IN'), ('the', 'DT'), ('crowd', 'NN'), ('and', 'CC'), ('response', 'NN'), ('in', 'IN'), ('ahmedabad', 'JJ'), ('gujarat', 'NN'), ('URL', 'NNP')]",0.0,Neutral
31,321,2823517820,copper_fitting,1568557873197903873,2022-09-10 11:11:54+00:00,"follow the below link
https://t.co/Vi0yhxI3wv
https://t.co/zCvpv4is4p
https://t.co/sBIPKjRYBM
#RSWSOnVoot #TelanganaWithYSSharmila #DhokhaRoundDCornerTrailer #KapilExposesKejriwal #JanaSpandana #BoxOffice #T20WorldCup2022 https://t.co/bUZkFRMG16",en,0,143,follow the below link URL URL ,"['follow', 'the', 'below', 'link', 'URL', 'URL']","[('follow', 'VB'), ('the', 'DT'), ('below', 'NN'), ('link', 'NN'), ('URL', 'NNP'), ('URL', 'NNP')]",0.0,Neutral
32,323,1110093039257575424,KanchanSales,1568557705534787584,2022-09-10 11:11:14+00:00,"follow the below link
https://t.co/7ZxikH2eSX
https://t.co/STmDr4ZG9T
https://t.co/9lN42fzonT
#RSWSOnVoot #TelanganaWithYSSharmila #DhokhaRoundDCornerTrailer #KapilExposesKejriwal #JanaSpandana #BoxOffice #T20WorldCup2022 https://t.co/5ut3NM3Aoi",en,0,9,follow the below link URL URL ,"['follow', 'the', 'below', 'link', 'URL', 'URL']","[('follow', 'VB'), ('the', 'DT'), ('below', 'NN'), ('link', 'NN'), ('URL', 'NNP'), ('URL', 'NNP')]",0.0,Neutral
